athlete_id,athlete_name,age,height,weight,sport,vertical_jump_height,sprint_speed,training_hours_per_week
395,Cathyleen Carlisso,22,217.1,103.1,swimming,52.93,11.47,39
396,Aurelie Dormer,21,214.0,77.1,tennis,56.95,0.38,10
397,Zak Jurzyk,25,159.7,92.8,tennis,58.22,0.93,0
398,Kimball Cuberley,25,206.0,51.6,swimming,50.26,5.84,1
399,Wiatt McGahey,28,166.7,76.2,swimming,43.06,2.11,14
400,Gerta Huller,28,177.9,80.1,soccer,24.02,0.37,22
401,Zsazsa Meddings,25,203.3,97.9,swimming,23.99,2.92,16
402,Philly Crotty,37,199.8,55.5,soccer,41.96,0.51,24
403,Odey Ripper,34,183.4,64.0,soccer,3.49,8.74,9
404,Mair Issitt,38,167.2,57.1,basketball,32.6,10.27,25
405,Berty Macklam,40,204.9,79.1,swimming,5.87,11.41,24
406,Randolf Coales,36,180.7,80.1,swimming,33.64,3.29,38
407,Charla Traite,19,190.0,62.9,swimming,22.46,5.98,17
408,Annabelle Gaitone,26,175.3,104.6,tennis,2.43,10.94,14
409,Haley Hardi,40,166.9,71.7,basketball,21.04,10.64,32
410,Corabella Petch,19,167.1,66.1,tennis,52.83,8.98,23
411,Benjamen Duerden,21,166.8,107.5,basketball,27.49,2.41,34
412,Marita Jollye,26,178.2,76.5,swimming,26.54,7.27,39
413,Dukie Monger,18,215.8,103.4,basketball,27.03,9.31,20
414,Cally McGrail,23,194.7,53.3,soccer,35.95,3.69,29
415,Malchy Macy,39,197.7,61.3,basketball,24.22,1.63,0
416,Kaiser Vallentin,35,154.2,118.1,basketball,21.17,1.08,30
417,Jennie Lyburn,33,152.4,76.8,basketball,8.81,2.43,40
418,Harley Cropton,35,211.2,92.2,soccer,29.84,3.04,6
419,Stillmann Petyt,28,151.6,58.6,soccer,28.55,7.14,39
420,Silva Lightowler,30,200.7,52.1,basketball,29.69,7.13,8
421,Reilly Logan,37,152.1,102.0,swimming,47.04,2.31,2
422,Sandie Cutforth,33,191.3,93.7,swimming,57.55,5.46,23
423,Melinda Walentynowicz,29,214.7,80.1,swimming,56.55,2.81,31
424,Waring Waywell,40,188.7,111.9,soccer,58.58,9.92,31
425,Warner Folan,31,190.5,112.0,soccer,27.69,7.26,32
426,Nathanael Little,23,174.5,54.4,basketball,8.9,1.11,40
427,Carlin Thieme,36,162.0,72.2,tennis,14.72,5.03,13
428,Jordanna Parkes,40,218.8,55.3,basketball,40.72,8.47,24
429,Tessa Belvard,37,209.0,53.1,basketball,45.04,9.95,34
430,Tessie Brizell,40,172.3,71.3,swimming,59.6,4.47,1
431,Flin Cubbini,23,191.4,52.8,swimming,47.9,1.01,18
432,Anastasie Dedenham,25,183.5,116.1,swimming,38.86,2.54,35
433,Ferdinand Veevers,35,184.5,55.6,tennis,12.01,8.32,26
434,Kory Pritchett,31,187.5,53.1,swimming,6.23,0.75,40
435,Arlene Fosten,35,172.9,91.3,swimming,4.06,3.52,3
436,Timothy De Andreis,38,162.6,107.5,tennis,50.95,3.98,9
437,Chuck Birchill,31,212.6,91.4,swimming,51.55,2.97,5
438,Glenden Galway,22,168.3,89.6,tennis,28.23,7.86,6
439,Riannon Fontell,30,179.6,86.7,tennis,24.74,6.03,38
440,Moise Waller-Bridge,37,208.1,97.2,tennis,35.19,9.98,18
441,Mortie Elms,38,197.7,58.5,swimming,48.1,11.42,22
442,Orran Andriulis,36,172.6,71.3,tennis,24.59,5.46,1
443,Desirae Thorley,26,214.4,62.0,swimming,21.39,3.36,6
444,Amitie Lemerie,23,192.2,82.1,soccer,46.71,11.35,21
445,Alwin Houlston,25,158.6,71.5,basketball,41.33,10.51,6
446,Gabbi Gable,30,151.3,115.9,tennis,34.04,8.02,32
447,Udall Haddock,30,176.1,77.0,basketball,58.35,0.6,27
448,Karlotte Lowthian,30,181.3,117.0,tennis,28.41,7.11,21
449,Enoch Gradon,35,165.6,108.1,swimming,20.8,1.95,28
450,Desiree Laviste,33,207.9,62.9,soccer,23.59,10.37,17
451,Marlo Silbersak,22,152.4,78.0,swimming,28.35,8.7,25
452,Paula Causley,30,216.4,100.6,basketball,59.79,11.04,36
453,Artemus Dallimore,36,201.1,116.2,basketball,59.93,6.52,35
454,Bruno Crookall,20,201.5,102.2,soccer,38.19,3.42,31
455,Bartlet Collecott,21,161.9,94.5,swimming,38.56,1.79,27
456,Barbabas Metzig,29,201.5,70.3,basketball,41.55,2.0,11
457,Flory Hackley,18,185.1,102.1,basketball,34.38,9.7,27
458,Yancy Scirman,25,194.3,99.8,basketball,34.29,1.27,30
459,Leonanie Mcall,33,203.8,96.2,basketball,11.45,4.62,15
460,Doro Trendle,28,182.8,77.9,swimming,52.65,3.61,6
461,Aretha Froment,33,190.2,77.6,tennis,38.2,9.23,7
462,Heath Southway,28,174.1,65.0,tennis,35.48,5.23,34
463,Ugo Gravy,33,150.8,96.7,tennis,21.16,1.13,12
464,Poul Rowlin,36,205.5,84.4,soccer,54.26,8.36,26
465,Shell Percifull,36,194.2,64.8,soccer,40.5,2.68,6
466,Frances Gartland,18,167.9,111.4,swimming,52.77,11.25,18
467,Burg Garforth,25,160.6,70.7,basketball,22.23,9.54,2
468,Jacquenette McNally,25,214.6,72.0,soccer,39.74,0.06,29
469,Cloris Flori,19,182.3,102.8,basketball,55.06,2.56,39
470,Melva Royds,36,159.0,97.6,basketball,6.22,9.91,21
471,Raynard Bouts,18,219.2,115.2,tennis,34.28,11.88,37
472,Keary Kleinsinger,39,152.9,63.1,basketball,13.08,10.98,21
473,Reiko Digman,34,182.0,79.7,basketball,29.03,8.21,26
474,Tracie Blackie,23,168.8,72.6,basketball,14.91,4.95,28
475,Rustie Yaldren,33,164.4,119.2,swimming,8.99,8.03,14
476,Brocky Franken,27,176.6,52.8,tennis,48.2,7.83,14
477,Bette-ann Undy,39,188.2,75.8,tennis,29.19,4.45,23
478,Kirk Buttner,26,219.7,70.7,tennis,38.15,2.49,22
479,Lucien Bondar,34,163.2,67.5,swimming,44.09,6.5,22
480,Xerxes Chucks,36,200.9,55.7,basketball,32.71,9.51,26
481,Doy Blouet,36,182.7,106.8,basketball,12.41,9.56,37
482,Fraze Robberecht,38,185.5,114.7,tennis,17.55,4.7,14
483,Wilhelm Mowbury,33,202.5,93.2,swimming,53.64,3.32,28
484,Matilde Donwell,37,215.0,86.8,swimming,15.2,1.32,7
485,Gregor Denecamp,30,159.6,90.8,basketball,33.71,3.71,10
486,Trip Gribble,31,201.4,66.5,swimming,59.32,11.03,0
487,Grethel Giacovetti,21,203.1,67.3,basketball,37.27,9.17,18
488,Harrie Braidman,31,215.0,60.7,swimming,39.09,6.07,5
489,Mariellen Ponting,25,158.7,50.5,swimming,59.73,1.07,19
490,Max Giraudot,40,202.9,83.8,soccer,45.69,8.31,37
491,Giacomo Fairlie,34,150.0,102.1,basketball,20.35,4.2,31
492,Fin Kilrow,22,165.8,54.9,soccer,40.62,5.39,3
493,Loydie Lardeux,18,153.2,94.8,basketball,8.18,11.71,18
494,Gusty Cowderoy,19,198.0,92.2,soccer,49.5,8.53,20
495,Jaimie Weaving,37,172.0,64.7,basketball,32.0,11.02,34
496,Glynda Armsby,32,175.6,60.7,swimming,29.9,9.95,26
497,Rutherford Reddington,19,193.6,80.5,basketball,34.7,5.05,15
498,Emmery Bourgaize,39,169.7,109.3,basketball,47.99,3.22,0
499,Gustavo Schaffel,35,173.6,54.2,swimming,21.77,11.07,7
500,Heinrik Deville,23,209.3,67.0,basketball,11.19,3.86,27
501,Darn Alti,31,156.2,99.5,soccer,25.04,6.72,0
502,Julita Markovich,27,205.5,83.6,swimming,22.84,9.63,12
503,Hadley Wilds,29,173.8,57.6,soccer,3.46,5.22,30
504,Carlyle Androsik,27,155.3,104.9,basketball,19.52,3.45,23
505,Roth Chamberlaine,23,192.4,53.9,swimming,51.9,6.79,38
506,Miguel Lepope,21,210.4,53.0,basketball,23.08,6.76,38
507,Culver Campany,38,159.9,63.2,basketball,19.61,3.42,34
508,Justen Glavias,20,159.1,89.2,swimming,47.72,10.3,21
509,Jana Zecchinelli,29,196.3,104.6,soccer,27.42,8.86,25
510,Alia Camble,24,206.3,72.3,soccer,42.8,7.34,8
511,Elaina Heister,18,155.8,100.0,tennis,24.6,9.05,32
512,Berna Draycott,39,162.4,86.5,tennis,37.14,7.67,21
513,Charla Daintier,20,179.8,105.9,swimming,25.42,1.83,37
514,Emanuele Cuell,20,213.3,104.3,tennis,13.94,10.46,40
515,Brigitta Wolseley,18,202.2,119.4,swimming,2.8,5.42,37
516,Torey Croser,34,197.7,74.5,swimming,9.72,9.18,20
517,Aland Gallichiccio,18,213.4,110.8,swimming,4.42,1.03,18
518,Berky Rushbrook,39,172.7,91.7,soccer,41.4,7.13,15
519,Thorny Cripin,26,184.9,102.6,swimming,54.59,6.82,19
520,Abbot Horder,35,187.2,119.9,tennis,17.25,5.56,12
521,Lew Skamal,18,209.0,114.5,swimming,30.24,10.95,4
522,Helenelizabeth Riep,27,178.4,100.7,soccer,57.22,5.12,24
523,Rudolf Inold,26,177.0,119.7,basketball,20.82,1.61,25
524,Garfield Sacaze,40,150.3,97.2,basketball,4.39,2.26,4
525,Colin Tombleson,21,209.1,104.6,soccer,2.99,3.23,15
526,Buiron Acey,35,209.5,111.7,soccer,28.93,7.69,26
527,Latisha Skegg,19,189.7,92.8,basketball,28.22,6.53,8
528,Rem Bridgland,32,176.6,79.2,basketball,3.26,1.4,10
529,Loutitia Clayson,19,210.6,108.3,soccer,20.33,9.04,7
530,Ingaborg Graysmark,22,156.3,78.2,swimming,22.24,8.56,36
531,Morty Bend,25,218.4,84.2,tennis,28.91,4.06,28
532,Benjie Lehemann,19,171.9,115.7,basketball,48.5,10.76,33
533,Tandi Haskur,39,172.6,56.5,swimming,29.0,9.73,22
534,Daryle Darcy,22,187.6,78.8,basketball,33.78,8.06,18
535,Ephrem Thieme,36,190.7,93.9,soccer,55.28,4.65,39
536,Brander Straine,23,203.8,117.2,basketball,1.22,0.49,40
537,Gweneth Borkin,40,205.0,61.5,soccer,58.91,9.34,28
538,Leda Cheetham,36,194.0,52.9,swimming,19.77,11.71,24
539,Katharyn O'Towey,22,215.6,73.5,soccer,32.88,2.56,26
540,Kennith Bannon,34,180.9,114.2,soccer,11.32,7.43,39
541,Clyde Marjoribanks,40,200.8,75.0,tennis,2.1,8.75,37
542,Cate Celes,27,170.2,90.6,tennis,1.42,0.37,18
543,Gladys Kobieriecki,18,218.1,55.2,swimming,41.85,9.03,4
544,Nolie Torregiani,30,154.1,73.6,soccer,57.45,10.31,16
545,Sasha Marklund,19,186.4,91.2,basketball,31.12,1.28,31
546,Emlyn Berrisford,34,151.2,92.6,basketball,37.65,5.68,8
547,Logan Trimby,28,160.7,106.3,soccer,55.91,7.44,9
548,Alisa Chisholme,33,182.0,82.5,swimming,0.99,9.87,30
549,Ariana Burrel,36,169.3,57.4,basketball,8.97,7.36,20
550,Farand Botham,32,157.1,56.8,basketball,54.73,8.91,5
551,Gustaf Windous,33,218.8,85.7,swimming,34.02,2.92,34
552,Artemus Gurney,30,161.7,103.4,swimming,33.33,7.68,34
553,Clarine Palfreyman,31,195.0,60.5,soccer,1.75,11.29,1
554,Gale Runnacles,26,201.0,64.8,basketball,36.91,10.23,21
555,Millard Hue,19,152.9,110.4,soccer,23.54,8.11,20
556,Devora Falk,40,215.4,112.5,tennis,49.54,10.62,0
557,Elden Boutellier,38,200.3,68.9,basketball,21.17,6.03,36
558,Sabrina Firpo,30,205.2,87.1,tennis,0.77,5.31,23
559,Cort Lurner,19,207.8,70.6,tennis,44.8,4.26,11
560,Giorgio Jallin,19,210.5,94.3,soccer,35.45,5.95,21
561,Ruben Gow,23,216.7,82.8,soccer,44.11,9.19,2
562,Ambrosio Clemenzi,25,157.4,74.2,swimming,0.32,4.35,28
563,Josie O'Dunneen,26,161.2,105.4,soccer,29.81,7.88,21
564,Cobbie Stowgill,35,214.6,97.5,swimming,38.72,6.73,3
565,Gawain Goodacre,22,219.8,109.1,basketball,0.8,10.93,24
566,Zane McBrearty,25,179.8,84.3,swimming,36.26,7.68,28
567,Sherm Heaphy,30,190.4,105.2,tennis,59.55,7.66,38
568,Patsy Broomer,34,200.5,76.9,swimming,50.65,6.33,0
569,Annalise Senecaut,33,180.4,68.9,swimming,22.2,6.72,22
570,Kareem Vinter,22,218.8,60.9,soccer,22.11,9.5,37
571,Sherwin Boothman,38,210.0,113.7,tennis,47.11,3.6,13
572,Henrietta Brockelsby,29,215.9,106.0,tennis,17.37,10.09,34
573,Mellie Reasce,22,163.3,109.5,soccer,42.85,4.2,3
574,Bird Verick,19,180.1,58.9,basketball,30.89,10.47,26
575,Zeke Howat,26,173.5,105.8,basketball,2.42,2.66,19
576,Dotty Sleney,40,163.6,117.2,basketball,34.86,8.33,38
577,Luciana Scohier,29,215.8,66.5,soccer,26.57,0.63,22
578,Missie Beney,21,207.3,95.3,swimming,46.22,10.73,38
579,Shanta Belvin,35,161.6,96.0,swimming,16.29,9.08,38
580,Virginia Pestor,37,169.6,91.8,soccer,2.01,6.98,0
581,Idalia Braben,33,166.0,118.8,tennis,50.74,0.87,6
582,Jackquelin Buney,19,212.2,80.5,soccer,59.26,9.97,20
583,Robby Lucia,39,187.5,91.5,soccer,14.35,8.99,17
584,Ivor McHenry,29,189.4,99.0,tennis,16.03,8.24,14
585,Ivy Iglesias,38,171.7,79.3,soccer,18.61,7.82,10
586,Cleavland Stute,34,163.6,81.4,swimming,7.32,1.24,7
587,Dorri Widdowson,18,172.9,64.9,tennis,7.0,8.95,17
588,Stillman Golde,24,161.2,113.9,swimming,17.21,0.94,33
589,Jeri Hinchshaw,21,198.5,112.2,tennis,2.0,5.1,23
590,Charlene Blanning,23,157.3,59.5,tennis,22.42,10.71,40
591,Kathie Trenholme,19,162.0,71.9,swimming,11.83,10.94,3
592,Flossy Necolds,38,168.3,70.7,tennis,30.83,1.12,1
593,Pembroke Koppens,28,163.6,114.5,tennis,36.66,10.48,15
594,Thorn Juleff,22,165.8,102.9,soccer,33.76,0.59,6
595,Abbye Ferrieri,30,189.5,59.4,tennis,46.35,0.61,35
596,Gardiner Longworth,27,196.2,96.9,basketball,41.04,3.62,37
597,Dale Vallerine,36,208.5,59.7,soccer,2.29,5.11,28
598,Sherye Dank,21,200.6,66.9,soccer,20.7,4.16,7
599,Raimondo Collick,23,191.6,80.0,soccer,40.05,9.14,14
600,Consuelo Guillerman,30,159.2,75.7,basketball,10.89,11.85,13
601,Dane Blanche,28,219.8,113.7,basketball,44.43,5.94,20
602,Cariotta Nisbet,18,196.6,98.0,tennis,56.62,11.95,13
603,Odelia Stilwell,28,165.1,106.9,tennis,27.83,3.32,32
604,Arabelle Ryal,39,179.0,102.6,tennis,21.63,2.33,9
605,Berkie Dearnly,22,193.9,96.8,tennis,38.87,6.09,34
606,Kerby Sproat,23,219.3,53.9,tennis,38.97,5.44,21
607,Elise Pardey,33,203.0,75.9,tennis,44.36,6.11,24
608,Saleem Lochet,35,209.0,50.0,basketball,59.06,1.56,24
609,Cory Muzzillo,37,194.4,108.9,tennis,22.41,10.79,3
610,Mathe Handforth,36,172.2,69.1,swimming,47.73,9.66,2
611,Eugenie Borrett,18,174.3,56.5,tennis,36.95,3.57,20
612,Querida Severns,30,197.2,63.3,basketball,51.55,10.7,6
613,Seth Kerrich,31,215.7,102.8,soccer,2.51,5.06,4
614,Emiline Feldharker,27,179.2,80.4,tennis,7.51,8.09,29
615,Meir Liepina,23,215.2,101.0,basketball,16.78,4.79,12
616,Jess Schaffel,38,184.2,110.2,soccer,56.41,4.42,27
617,Kimball Lagde,36,163.9,87.6,tennis,8.21,6.34,39
618,Corella Endecott,40,202.4,84.2,tennis,49.3,11.04,18
619,Karla Yushin,37,153.9,54.6,swimming,1.61,7.0,31
620,Gard Fordham,23,187.4,92.6,tennis,39.39,1.96,3
621,Averil Manifield,23,202.2,85.5,swimming,0.51,1.53,9
622,Seward De Freitas,37,219.5,82.2,swimming,40.94,1.31,27
623,Rustie Downing,35,218.6,57.8,swimming,36.16,3.36,14
624,Calv Carette,33,153.4,116.3,tennis,14.59,9.62,35
625,Zarah Figg,34,207.2,65.7,swimming,33.18,7.93,37
626,Sybila Wilbore,38,166.1,83.1,swimming,37.42,8.91,30
627,Yorke Yakovlev,24,174.1,68.2,basketball,12.58,3.15,5
628,Bondy Sibary,26,209.1,101.0,basketball,27.72,8.44,30
629,Henrietta Ghiraldi,20,183.6,71.8,basketball,51.48,6.32,16
630,Sherman McCoy,39,201.1,94.2,basketball,2.65,3.87,39
631,Adrianne Aggett,21,191.0,53.1,basketball,42.78,7.82,40
632,Briney Gurden,28,184.1,74.8,swimming,17.96,5.94,11
633,Willabella Knellen,33,161.4,77.8,swimming,2.66,0.36,28
634,Roxi Liddiard,36,203.0,67.5,basketball,18.8,1.0,35
635,Gabriellia Ricciardo,18,199.0,98.0,soccer,25.39,3.56,10
636,Claudio Girodin,35,192.1,91.3,soccer,32.96,3.09,25
637,Darelle Ballinger,25,214.6,60.3,basketball,26.2,11.7,11
638,Bondie Gutridge,31,193.3,51.8,soccer,14.4,8.6,40
639,Gabriele Jedrysik,19,172.4,102.5,swimming,2.91,4.08,3
640,Hyacinth Furmedge,20,167.4,69.9,soccer,52.92,9.07,22
641,Clio Broune,30,198.2,88.0,soccer,14.96,9.62,39
642,Rea Leeb,20,184.1,81.4,basketball,32.31,11.68,3
643,Christa Snoxall,30,165.1,76.9,swimming,31.28,0.97,2
644,Grayce Bales,40,157.5,78.1,swimming,22.45,3.33,11
645,Marianne Hoffman,24,219.1,92.4,tennis,56.41,8.41,15
646,Kin Beaudry,24,211.4,75.6,soccer,26.52,4.93,23
647,Minta Assiratti,28,194.6,104.6,soccer,41.84,11.58,35
648,Felicia McGorley,24,191.8,111.6,swimming,22.3,11.7,31
649,Franz Sidsaff,32,205.6,78.3,swimming,20.19,6.4,2
650,Darci Exroll,30,159.8,55.9,basketball,3.3,6.04,14
651,Mela Mathys,38,197.9,75.6,basketball,24.4,11.32,7
652,Filmer Geely,20,162.3,85.6,soccer,10.27,0.25,37
653,Barbey Slidders,33,193.4,101.6,tennis,26.68,10.42,33
654,Wye Champneys,19,150.1,54.5,swimming,19.02,4.85,15
655,Ebonee Drinkhall,35,201.2,60.8,swimming,10.52,7.09,29
656,Lynsey Philcock,30,183.1,92.7,swimming,35.9,5.4,33
657,Talyah Iannello,33,192.8,97.7,swimming,58.13,10.66,5
658,Von Carrett,27,151.4,104.8,soccer,14.86,5.2,28
659,Brendon Spavon,27,169.1,96.2,soccer,10.27,9.4,18
660,Dara Weafer,20,187.8,56.4,tennis,31.67,2.56,29
661,Marcellus Badger,32,157.3,52.6,tennis,8.17,1.1,16
662,Enid Divell,23,156.6,62.2,tennis,37.81,4.63,21
663,Rudolfo Wicklin,24,198.4,53.1,tennis,58.68,0.93,38
664,Lindsey Klimes,38,158.0,82.0,soccer,21.17,5.72,15
665,Ondrea Grafton-Herbert,31,181.8,117.1,swimming,37.35,2.4,37
666,Dalila Risborough,22,163.8,95.0,soccer,28.53,8.54,2
667,Alessandro Tomasello,36,205.3,114.5,basketball,32.01,0.95,4
668,Carolina Archbell,33,172.6,64.6,swimming,36.97,7.67,18
669,Trenton Rocco,31,189.0,97.6,soccer,55.28,7.28,34
670,Lenore Sayward,18,165.1,57.7,tennis,26.13,10.74,9
671,Salvador Pentland,19,172.5,75.6,soccer,20.81,1.15,8
672,Raf Kyrkeman,28,169.1,112.9,soccer,59.01,5.85,11
673,Dulcy Methuen,40,179.0,75.9,tennis,23.95,3.98,34
674,Reba Dufer,25,168.1,105.1,swimming,50.19,4.88,33
675,Carley Rickell,22,160.9,90.6,basketball,14.62,2.44,38
676,Peggy Etchell,26,165.9,104.4,swimming,46.89,1.63,1
677,Chevy Hills,33,215.6,67.2,basketball,51.99,7.73,40
678,Hershel Dunford,37,205.1,106.2,basketball,2.53,9.73,2
679,Myrah Murty,29,172.7,117.5,soccer,20.16,6.15,1
680,Gilda Hansen,24,200.3,97.1,swimming,7.52,10.54,28
681,Auria Hinrich,27,174.9,91.5,soccer,54.78,4.1,24
682,Sophie Staddom,20,207.5,99.6,basketball,19.89,4.47,6
683,Essa Camamile,22,181.1,67.6,basketball,29.23,11.11,11
684,Prescott Rosenzwig,40,201.9,80.6,tennis,8.04,10.67,21
685,Aloin Jurgen,18,170.9,67.0,soccer,17.08,9.34,10
686,Petey Decruse,29,162.2,66.2,tennis,15.25,3.76,37
687,Franklyn Fisbburne,30,170.2,76.5,tennis,18.38,8.65,0
688,Annette Millwall,22,206.2,118.6,tennis,7.23,9.96,15
689,Nixie Thursfield,19,152.9,117.9,swimming,46.11,6.98,4
690,Andree Arnaudi,35,205.4,81.8,basketball,52.38,10.97,35
691,Woodman Bohlin,37,213.1,57.7,basketball,44.81,8.75,9
692,Allyson Culbard,27,151.2,86.2,basketball,40.83,11.55,27
693,Stevena MacDavitt,37,161.0,81.1,swimming,10.5,9.48,14
694,Gussy Knutsen,24,153.3,98.7,swimming,13.56,6.25,30
695,Catlee Breukelman,25,161.5,74.0,tennis,0.83,6.65,7
696,Em Blodgett,30,180.1,107.4,basketball,16.02,8.38,30
697,Aime Keetley,35,163.6,101.1,swimming,30.64,10.69,6
698,Izzy Ferraraccio,39,216.8,119.3,soccer,51.26,3.91,31
699,Cristionna Mence,25,211.6,91.3,basketball,29.74,6.01,34
700,Kelly Toke,21,151.1,104.4,basketball,0.04,3.48,0
701,Othilia Ruckhard,25,211.7,100.7,swimming,12.8,7.99,29
702,Garnette Kybird,19,156.1,72.7,soccer,40.38,5.48,13
703,Lanni Pauleit,28,186.7,86.1,swimming,2.39,8.01,1
704,Richie Maymond,28,173.1,63.7,swimming,52.97,1.89,20
705,Catharina Lohan,29,197.5,91.6,tennis,21.6,5.8,40
706,Rosella Haylett,32,162.9,93.8,swimming,32.49,6.68,38
707,Kenton Oret,37,212.8,117.2,soccer,20.78,2.32,8
708,Sadella Leed,27,204.1,81.8,soccer,16.29,10.27,16
709,Gail Wattam,22,168.2,103.4,soccer,13.06,7.74,2
710,Nev Allington,40,156.9,99.8,soccer,45.5,11.2,14
711,Gracia Guys,39,202.0,99.2,swimming,24.79,5.25,21
712,Gale Broker,21,191.5,63.7,swimming,31.46,7.4,19
713,Danit Licquorish,37,151.8,94.2,soccer,30.85,7.7,32
714,Ulrica Rosthorn,26,176.3,79.4,tennis,11.99,3.23,17
715,Elva Buckthorpe,22,174.2,53.7,basketball,38.46,0.72,34
716,Katina Corden,22,154.2,79.0,soccer,6.39,4.44,13
717,Evangelin Lightbody,35,174.5,84.9,soccer,16.27,6.96,22
718,Orville Tant,18,204.3,56.7,soccer,14.73,11.98,31
719,Dorey Hourican,39,199.3,58.6,basketball,43.55,11.66,26
720,Nikita Gillings,20,170.1,74.0,soccer,40.4,7.79,1
721,Bjorn Earles,27,158.0,71.2,swimming,47.75,0.13,8
722,Vail Petegre,31,167.5,113.5,soccer,43.84,3.73,31
723,Marven Nerne,34,163.9,98.2,swimming,50.09,4.55,10
724,Toddie Spriggen,23,184.6,112.5,basketball,53.32,7.06,22
725,Neale McClancy,37,155.0,80.3,swimming,6.07,10.19,18
726,Lorrie Stephens,34,168.8,88.4,soccer,20.31,2.94,17
727,Ab Woodley,39,152.7,105.4,tennis,50.44,9.56,6
728,Finlay Hawker,19,186.1,110.6,soccer,56.18,11.42,28
729,Marni Menauteau,38,183.7,112.8,basketball,29.56,1.03,25
730,Joly Windmill,29,199.3,84.5,swimming,56.95,7.11,12
731,Willie Bovis,21,196.2,108.2,swimming,27.76,6.69,32
732,Patrice Caris,33,188.7,99.2,swimming,14.84,0.07,37
733,Ag Tamblyn,26,155.6,94.1,soccer,15.91,9.39,21
734,Lindsay Grafhom,32,202.3,83.9,swimming,57.29,7.31,34
735,Sampson Somerlie,36,185.7,111.2,tennis,8.12,2.17,12
736,Roger Cotgrave,22,185.6,82.5,soccer,10.21,2.39,3
737,Nikos Brunnen,25,174.3,80.7,tennis,39.02,1.61,3
738,Moses Parkin,20,182.7,66.1,basketball,20.42,4.97,31
739,Dalton Izod,21,175.1,92.0,soccer,14.57,2.55,9
740,Isak Fantin,38,174.4,72.0,basketball,51.84,11.29,35
741,Alister Brownell,29,160.9,92.1,tennis,42.08,10.6,29
742,Zorine Pisco,21,182.1,80.1,soccer,42.81,4.68,29
743,Gilles Stare,31,179.8,86.9,tennis,4.01,8.6,10
744,Lynett Andreix,18,197.6,71.0,basketball,5.26,11.77,28
745,Karleen Frosch,33,208.0,59.3,swimming,31.66,6.94,19
746,Poppy Roddick,30,172.0,100.3,swimming,47.75,8.63,40
747,Dory Bradden,32,182.8,95.5,soccer,10.97,3.66,11
748,Willy Coleborn,25,195.6,109.5,soccer,14.08,3.98,33
749,Verine Elen,27,161.0,81.5,tennis,4.48,7.71,30
750,Shoshana Gibson,28,158.5,97.4,basketball,15.2,9.49,30
751,Falito Sijmons,31,205.5,63.5,soccer,48.66,4.75,38
752,Olwen Calvie,40,195.3,96.8,basketball,39.58,3.29,40
753,Evita Dusting,20,211.8,106.5,tennis,19.33,2.14,32
754,Karmen Maynard,24,196.7,68.1,swimming,24.69,5.63,0
755,Sunny Garric,35,156.1,52.8,soccer,14.59,9.78,11
756,Karyn Pinxton,25,197.6,92.0,basketball,10.81,8.66,35
757,Marieann Deverill,39,156.1,119.1,soccer,3.99,7.25,31
758,Hailee Fibbit,40,218.3,95.8,tennis,18.5,11.79,10
759,Jorge Bockett,19,174.5,82.8,swimming,37.52,0.45,39
760,Melosa Brissenden,26,189.1,62.4,soccer,21.47,0.89,4
761,Corrinne Bicheno,39,219.2,95.5,soccer,11.36,9.55,31
762,Jourdain Stonebanks,39,164.3,98.4,basketball,26.58,6.98,31
763,Doti Clarridge,35,158.4,53.3,basketball,34.42,2.16,31
764,Merilyn Blonfield,31,159.2,52.6,swimming,57.27,10.67,39
765,Pace Hansbury,38,204.0,110.4,swimming,23.61,4.37,0
766,Tab Brahmer,27,155.2,92.5,soccer,46.83,0.57,38
767,Garnet De Bruin,30,203.2,67.0,swimming,2.09,8.1,13
768,Farica Eisikowitz,24,216.4,83.5,soccer,50.1,11.31,26
769,Miltie Dullingham,29,187.9,65.2,basketball,46.18,8.27,33
770,Selby Obbard,36,184.4,117.2,soccer,37.73,10.93,22
771,Erwin McCard,31,156.6,116.3,tennis,1.15,2.58,23
772,Fran Crayk,20,153.9,83.0,tennis,44.53,11.61,21
773,Sergei Raspison,18,186.9,119.6,soccer,10.98,1.29,34
774,Gael Crammy,25,168.5,85.8,basketball,19.15,11.91,31
775,Sibel Trevarthen,30,213.4,55.4,basketball,43.53,9.51,34
776,Alard Arbuckel,40,158.2,88.4,soccer,40.59,8.55,17
777,Denna Hrishchenko,20,209.0,98.2,swimming,48.83,11.29,25
778,Carolyne Elfe,29,174.7,66.6,soccer,17.73,10.97,39
779,Bordy Niesel,34,169.2,96.7,basketball,20.22,7.08,2
780,Penelope Metzel,28,209.8,110.4,swimming,56.3,10.09,11
781,Boote Cullinane,33,206.5,84.2,soccer,35.57,6.5,13
782,Lilian M'cowis,28,155.7,118.2,basketball,11.7,1.88,15
783,Dionisio Cratchley,32,172.2,108.5,swimming,46.81,10.68,9
784,Gasparo Gilfoy,19,169.7,71.4,basketball,0.75,2.33,12
785,Deni Eyes,36,163.6,94.7,soccer,2.05,10.82,29
786,Seamus Edmunds,31,180.8,101.8,soccer,54.14,6.95,14
787,Kellia Perago,27,161.3,111.0,swimming,52.35,5.32,19
788,Heida Oulner,28,208.6,59.6,basketball,51.84,4.85,25
789,Alysa Starkie,25,200.3,100.7,soccer,37.1,8.18,29
790,Candace Geeves,38,203.7,112.1,soccer,29.32,4.74,40
